Komoditas,tanggal,harga,sumber,is_outlier
Daging Sapi Kualitas 1,2023-10-12,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-13,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-16,138400.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-17,138300.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-18,138350.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-19,138350.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-20,138350.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-23,138350.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-24,138200.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-25,138250.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-26,138250.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-27,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-30,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-10-31,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-01,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-02,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-03,137950.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-06,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-07,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-08,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-09,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-10,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-13,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-14,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-15,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-16,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-17,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-20,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-21,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-22,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-23,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-24,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-27,137900.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-28,137600.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-29,139150.0,PIHPS,False
Daging Sapi Kualitas 1,2023-11-30,138200.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-01,137800.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-04,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-05,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-06,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-07,137650.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-08,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-11,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-12,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-13,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-14,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-15,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-18,137650.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-19,137950.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-20,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-21,137650.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-22,137900.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-25,130400.0,PIHPS,True
Daging Sapi Kualitas 1,2023-12-26,133650.0,PIHPS,True
Daging Sapi Kualitas 1,2023-12-27,138250.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-28,138350.0,PIHPS,False
Daging Sapi Kualitas 1,2023-12-29,137300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-01,137700.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-02,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-03,138300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-04,138200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-05,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-08,137950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-09,137900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-10,137950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-11,137750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-12,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-15,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-16,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-17,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-18,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-19,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-22,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-23,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-24,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-25,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-26,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-29,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-30,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-01-31,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-01,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-02,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-05,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-06,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-07,138200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-08,138300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-09,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-12,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-13,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-14,137900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-15,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-16,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-19,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-20,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-21,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-22,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-23,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-26,138200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-27,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-28,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-02-29,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-01,137950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-04,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-05,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-06,138150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-07,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-08,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-11,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-12,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-13,139550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-14,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-15,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-18,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-19,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-20,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-21,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-22,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-25,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-26,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-27,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-28,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-03-29,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-01,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-02,139500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-03,139650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-04,140100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-05,140850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-08,141000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-09,141050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-10,141050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-11,141000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-12,140950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-15,141100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-16,140300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-17,140400.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-18,140200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-19,139750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-22,139450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-23,139600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-24,139500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-25,139550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-26,139600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-29,139300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-04-30,139300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-01,139100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-02,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-03,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-06,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-07,139300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-08,139200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-09,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-10,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-13,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-14,139200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-15,139150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-16,139350.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-17,139200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-20,139100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-21,139100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-22,139100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-23,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-24,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-27,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-28,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-29,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-30,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-05-31,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-03,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-04,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-05,139450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-06,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-07,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-10,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-11,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-12,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-13,137900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-14,138550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-17,139600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-18,139150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-19,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-20,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-21,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-24,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-25,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-26,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-27,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-06-28,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-01,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-02,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-03,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-04,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-05,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-08,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-09,138300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-10,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-11,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-12,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-15,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-16,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-17,138350.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-18,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-19,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-22,138300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-23,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-24,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-25,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-26,137850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-29,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-30,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-07-31,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-01,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-02,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-05,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-06,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-07,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-08,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-09,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-12,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-13,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-14,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-15,138200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-16,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-19,138550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-20,140050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-21,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-22,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-23,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-26,139050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-27,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-28,138550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-29,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-08-30,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-02,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-03,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-04,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-05,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-06,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-09,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-10,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-11,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-12,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-13,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-16,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-17,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-18,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-19,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-20,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-23,138300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-24,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-25,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-26,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-27,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-09-30,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-01,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-02,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-03,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-04,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-07,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-08,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-09,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-10,137900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-11,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-14,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-15,140150.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-16,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-17,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-18,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-21,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-22,138400.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-23,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-24,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-25,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-28,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-29,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-30,140050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-10-31,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-01,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-04,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-05,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-06,138800.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-07,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-08,139200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-11,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-12,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-13,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-14,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-15,138400.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-18,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-19,139450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-20,138550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-21,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-22,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-25,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-26,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-27,139300.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-28,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-11-29,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-02,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-03,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-04,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-05,138550.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-06,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-09,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-10,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-11,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-12,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-13,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-16,138450.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-17,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-18,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-19,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-20,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-23,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-24,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-25,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-26,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-27,139100.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-30,139200.0,PIHPS,False
Daging Sapi Kualitas 1,2024-12-31,139250.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-01,138000.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-02,139300.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-03,139150.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-06,139100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-07,139000.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-08,138950.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-09,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-10,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-13,138850.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-14,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-15,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-16,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-17,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-20,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-21,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-22,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-23,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-24,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-27,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-28,138100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-29,137050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-30,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-01-31,138050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-03,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-04,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-05,138550.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-06,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-07,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-10,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-11,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-12,138600.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-13,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-14,138750.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-17,138700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-18,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-19,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-20,138650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-21,138500.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-24,138900.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-25,139150.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-26,139500.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-27,140400.0,PIHPS,False
Daging Sapi Kualitas 1,2025-02-28,141300.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-03,140350.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-04,140300.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-05,139800.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-06,139900.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-07,139750.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-10,139750.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-11,139550.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-12,140550.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-13,139650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-14,139500.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-17,139650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-18,139500.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-19,139550.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-20,140000.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-21,140350.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-24,141450.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-25,142150.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-26,142450.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-27,143300.0,PIHPS,True
Daging Sapi Kualitas 1,2025-03-28,142850.0,PIHPS,False
Daging Sapi Kualitas 1,2025-03-31,142350.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-01,143400.0,PIHPS,True
Daging Sapi Kualitas 1,2025-04-02,143250.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-03,143300.0,PIHPS,True
Daging Sapi Kualitas 1,2025-04-04,143050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-07,143050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-08,141000.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-09,140700.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-10,140650.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-11,140600.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-14,140100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-15,140150.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-16,140100.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-17,140050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-18,140050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-21,140050.0,PIHPS,False
Daging Sapi Kualitas 1,2025-04-22,140000.0,PIHPS,False
