Komoditas,tanggal,harga,sumber,is_outlier
Bawang Merah Ukuran Sedang,2022-01-03,30200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-04,30150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-05,30300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-06,30300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-07,30400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-10,30650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-11,30600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-12,30550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-13,30650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-14,30750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-17,30900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-18,30950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-19,30900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-20,30950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-21,31050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-24,31050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-25,30950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-26,30900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-27,30900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-28,31000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-01-31,31200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-01,26000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-02,31450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-03,31650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-04,31850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-07,32700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-08,33000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-09,33400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-10,34100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-11,34300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-14,35300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-15,35750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-16,35900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-17,35900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-18,36000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-21,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-22,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-23,36550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-24,36500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-25,36600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-02-28,36775.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-01,36950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-02,37050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-03,37175.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-04,37300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-07,37500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-08,37550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-09,37600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-10,37500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-11,37550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-14,37300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-15,37250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-16,37100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-17,37300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-18,36750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-21,36550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-22,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-23,36150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-24,36050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-25,35900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-28,35400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-29,35200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-30,35050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-03-31,34850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-01,34800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-04,34750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-05,34850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-06,34850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-07,34950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-08,35000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-11,35050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-12,35050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-13,35050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-14,35000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-15,36300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-18,35200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-19,35200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-20,35300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-21,35250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-22,35350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-25,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-26,36800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-27,37100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-28,37500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-04-29,41500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-02,39000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-03,36500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-04,34000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-05,42500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-06,42250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-09,39100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-10,39500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-11,39600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-12,39800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-13,40050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-16,36250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-17,41650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-18,41900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-19,41650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-20,42000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-23,42400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-24,42350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-25,42400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-26,42425.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-27,42450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-30,42750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-05-31,42900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-01,42975.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-02,43050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-03,43000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-06,44100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-07,44650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-08,45150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-09,45450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-10,46100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-13,48800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-14,49950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-15,50250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-16,50900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-17,51300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-20,54200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-21,55150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-22,56050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-06-23,56900.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-06-24,58150.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-06-27,58700.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-06-28,59650.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-06-29,59850.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-06-30,60250.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-01,60800.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-04,61850.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-05,62250.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-06,62750.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-07,63100.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-08,64450.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-11,64750.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-12,64750.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-13,64800.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-14,64400.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-15,64550.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-18,64150.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-19,64000.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-20,63800.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-21,63100.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-22,62600.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-25,59100.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-26,58100.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-27,56950.0,PIHPS,True
Bawang Merah Ukuran Sedang,2022-07-28,55950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-07-29,54800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-01,51650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-02,50650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-03,50050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-04,49150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-05,48550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-08,46900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-09,46300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-10,46000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-11,45500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-12,44600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-15,43150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-16,42550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-17,46250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-18,42100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-19,41900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-22,40200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-23,39900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-24,39500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-25,39200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-26,38650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-29,37700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-30,37300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-08-31,36900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-01,36500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-02,36300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-05,36700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-06,36600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-07,36550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-08,36400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-09,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-12,36750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-13,36850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-14,36550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-15,36500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-16,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-19,36050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-20,35900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-21,35800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-22,35650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-23,35600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-26,35350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-27,35500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-28,35300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-29,35200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-09-30,35300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-03,35100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-04,35100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-05,35050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-06,35150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-07,35300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-10,35500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-11,35650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-12,35750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-13,35700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-14,35700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-17,35750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-18,35700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-19,35500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-20,35500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-21,35500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-24,35400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-25,35350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-26,35400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-27,35350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-28,35300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-10-31,35650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-01,35700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-02,35750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-03,35850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-04,36050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-07,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-08,36500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-09,36650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-10,36850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-11,37000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-14,37450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-15,37350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-16,37400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-17,37650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-18,37800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-21,37800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-22,37800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-23,37950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-24,37850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-25,37600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-28,37650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-29,37600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-11-30,37650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-01,37750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-02,37750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-05,37900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-06,37950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-07,38000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-08,38000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-09,37950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-12,38100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-13,38100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-14,38200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-15,38300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-16,38350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-19,38500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-20,38650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-21,38750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-22,38750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-23,38750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-26,38500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-27,38400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-28,38550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-29,38550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2022-12-30,38550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-02,38900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-03,39000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-04,38950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-05,39000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-06,39300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-09,39750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-10,39800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-11,39950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-12,40250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-13,40400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-16,40900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-17,41000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-18,41000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-19,41200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-20,41350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-23,41400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-24,41450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-25,41350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-26,41350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-27,41350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-30,41750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-01-31,41850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-01,42000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-02,42050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-03,42100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-06,42750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-07,42800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-08,42750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-09,42700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-10,42700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-13,41950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-14,41700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-15,41600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-16,41300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-17,40950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-20,40250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-21,40000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-22,39750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-23,39600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-24,39450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-27,38800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-02-28,38750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-01,38550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-02,38450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-03,38450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-06,38550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-07,38400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-08,38400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-09,38200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-10,38300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-13,38100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-14,38050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-15,37900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-16,37900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-17,37900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-20,37750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-21,37800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-22,37800.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-23,37950.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-24,37600.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-27,37550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-28,37450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-29,37350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-30,37100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-03-31,36900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-03,36550.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-04,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-05,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-06,36250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-07,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-10,36450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-11,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-12,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-13,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-14,36350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-17,36900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-18,37300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-19,37100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-20,37150.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-21,37200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-24,37100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-25,37050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-26,39000.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-27,39500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-04-28,39900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-01,40450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-02,40700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-03,41200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-04,41350.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-05,41500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-08,42050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-09,42300.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-10,42500.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-11,42650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-12,42700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-15,42900.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-16,43050.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-17,42850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-18,42100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-19,42850.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-22,42200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-23,42100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-24,41750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-25,41450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-26,41250.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-29,40650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-30,40650.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-05-31,40450.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-01,40750.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-02,40700.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-05,40100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-06,40100.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-07,40200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-08,40200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-09,40200.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-12,40400.0,PIHPS,False
Bawang Merah Ukuran Sedang,2023-06-13,40500.0,PIHPS,False
